,vecm_resid_Stock_Close,vecm_resid_Interest_Rate,vecm_resid_GDP_Proxy
2015-03-25,-1.5555190179991314,-0.5995163395425998,2.6883866808073336
2015-03-26,1.7436578720608509,0.4035024121382076,1.4685757465020828
2015-03-27,-14.511683149631793,-0.051521134015439785,-0.4307854008147345
2015-03-30,7.633238847106668,0.47253531337541865,-2.528733778857095
2015-03-31,-9.08628503195689,0.5337760978079267,-3.4484609744241794
2015-04-01,0.40381587028925026,-0.28443140656079535,-1.9876289660401802
2015-04-02,-0.4540034455719706,-1.4525395850934082,3.861627935825382
2015-04-03,-6.2965439689633484,-1.346571047070487,3.5243493885341834
2015-04-06,8.922891521040768,0.11812116372543358,-2.7041334285648375
2015-04-07,-0.8437147831703982,0.7238753333012582,-0.056211729772400076
2015-04-08,1.577738359601696,0.4639392736600847,1.5601032476213348
2015-04-09,3.315293729546596,0.12130035568251962,-2.10589153681633
2015-04-10,7.559953014400165,-0.6452002627235842,7.468336474156338
2015-04-13,1.5053218372955683,-0.29350650557054436,1.3332146202754913
2015-04-14,-0.7723115761869508,-0.7343737444262892,5.071442281281833
2015-04-15,3.4033114899254286,0.8282071886095714,-6.551492315797411
2015-04-16,-0.19120186916315163,-0.15091729632954376,3.1585847273124656
2015-04-17,-9.129349980021303,0.5188507608532955,0.7629102088434081
2015-04-20,3.815555520372044,0.5667186644956921,-1.2831147445153803
2015-04-21,13.892746055171045,-0.4799071269929467,-0.21467321280492513
2015-04-22,0.056093692372201076,0.8269302524100315,-3.3805772978597943
2015-04-23,-6.836947374717681,0.6327400153997349,1.9926490584830816
2015-04-24,-1.9196220687031058,0.3577526734781866,0.010584912226939025
2015-04-27,5.0276862824427155,-1.6688504702095877,-2.1476860686622032
2015-04-28,8.721864916115408,-1.0761778820538765,-2.003818461502533
2015-04-29,-9.906861866063252,0.8992558297056448,-0.9750168710289344
2015-04-30,-6.691660548760481,0.21976654032842013,0.47191195305099853
2015-05-01,3.439549877615107,-0.19901782597922946,0.3361184534452093
2015-05-04,-1.2874531819755504,0.0031515443987739644,3.2095202570175587
2015-05-05,-4.270399189407769,0.3131071903390801,-5.220278320908182
2015-05-06,0.07010985934577718,0.43232273874472327,1.5220287242750388
2015-05-07,-0.15383829664780535,-0.29924871460947067,-1.7263082646839365
2015-05-08,3.1613421616692534,-0.7996317183977073,4.7935948692853
2015-05-11,1.2642730633904193,0.4945627090743603,-0.3700218763355423
2015-05-12,0.32183362335905485,-0.42803176811032806,0.5091526294136486
2015-05-13,0.5921546804599416,1.0732544895314753,-3.071828525523962
2015-05-14,-3.87423744948579,0.575856838271612,1.512904244504142
2015-05-15,-0.3503144024171121,0.4803214846363719,1.7463029107152224
2015-05-18,-6.3654090393262805,-0.7083409780376595,0.6347257557603854
2015-05-19,8.424099143740847,-0.710845227718119,-2.4569247818024564
2015-05-20,0.6043593455367784,0.9634850909970005,-0.9891534706572429
2015-05-21,0.2879400295733774,1.036089912582069,-3.2553565080833877
2015-05-22,-16.21342399422248,-0.18566213396434428,1.756733621616462
2015-05-25,11.30740571060349,-0.13646110108879483,1.0482450926120634
2015-05-26,-1.4528060120534292,1.5443375691063075,-1.9843092674539022
2015-05-27,5.734212781170967,-0.3270965751121562,-2.3153342271042234
2015-05-28,-5.583516850560997,0.8484843020670514,1.1526479279800306
2015-05-29,7.650261799924806,-1.7175377776170802,1.4152836047429673
2015-06-01,-3.7801906118241106,-0.10273851920816313,2.5608961582265053
2015-06-02,-2.9686452204461347,-0.38845455994255396,1.65324576356997
2015-06-03,13.048918662431078,0.2704497479914991,-5.138461361326783
2015-06-04,-6.465637652161945,0.5062037856867381,-3.067816780597205
2015-06-05,-5.230944923769968,0.18970289723661082,0.978157914573714
2015-06-08,2.222414865887231,0.05039767409598106,0.1317508476952547
2015-06-09,5.252822450457003,-1.6743809656207453,2.1400980182422735
2015-06-10,-3.078105972443467,0.33707015992861145,2.477821574917705
2015-06-11,0.29261075733705866,-0.3874533994788969,1.7508981094590013
2015-06-12,11.741238714505329,8.186988970670939e-05,-0.7166019925414631
2015-06-15,-7.381827064820783,0.42426739360883836,-2.397612721649139
2015-06-16,-2.5267735163190537,-1.3921118384159765,4.315588730854088
2015-06-17,2.1489908123437544,0.22987315266308705,2.6138283042317383
2015-06-18,5.349655472207445,1.331513181558769,-1.4315454394126235
2015-06-19,6.227234069143051,0.3121476329073136,-0.30761358417972673
2015-06-22,4.165375490532767,-0.9137762235266589,5.305907572679956
2015-06-23,-10.88229558414055,0.5017189991765729,-1.5377508783165297
2015-06-24,9.943998698595223,-0.1388513793579218,-0.24843960415078925
2015-06-25,-2.7525395170432887,-0.813774891148741,5.4487604518496155
2015-06-26,0.5286185443244449,-0.4333533337923612,-4.435448065887769
2015-06-29,-5.021476446124126,0.9379834287115418,1.5831073982115598
2015-06-30,-0.8606596605470855,0.3081805723961608,0.31133236433081635
2015-07-01,5.440263027464212,0.2965244771225741,-1.903590994923995
2015-07-02,-0.6374150753192822,0.7977164043256426,-1.6933370285948754
2015-07-03,1.3426122829557983,0.03841086055309084,0.3858094435066235
2015-07-06,5.081800678944646,0.8687816532429515,-4.560022529100568
2015-07-07,-0.06389556813734032,0.000847147581595209,5.979540604087973
2015-07-08,-6.328446988284483,0.31708673847155033,-0.14404561578149355
2015-07-09,9.360435426256387,-0.8787452742381365,2.0571025277024972
2015-07-10,2.9417400105876084,0.5480710554120396,0.8031597974877016
2015-07-13,-9.58960144361609,1.3613384448550363,-3.001851992338999
2015-07-14,7.816598896044624,-1.5177137247437607,3.45928949948766
2015-07-15,0.48156368905412705,-0.04108519908902153,-2.724111277915295
2015-07-16,-5.725210524349919,0.6789824153638868,0.8910255756884311
2015-07-17,8.228651790047678,-0.4387508676980776,-2.7219877395639998
2015-07-20,-4.80360442807104,0.5600071189187243,-0.289852314267101
2015-07-21,-3.7968171639717383,0.2232990496384044,0.21400459668037186
2015-07-22,-0.1114110542503397,-0.40715543181241287,2.076659334896391
2015-07-23,1.133476528767389,0.3923452198798181,2.0630227578656317
2015-07-24,-4.79696495770817,-0.5622826398877496,-2.661770307154903
2015-07-27,-9.204236646141823,0.47473056632171584,-4.727452224624159
2015-07-28,9.08022891675516,-0.07911067548376849,-0.7807446678541083
2015-07-29,-5.540885836303289,-0.887584486546924,-0.8223574612714799
2015-07-30,-8.084089964344585,0.06642822156138273,2.188184540442517
2015-07-31,-9.371504702616406,0.7773995420028061,-1.4417143552332554
2015-08-03,3.607871319057139,-0.3656040449665099,-6.935701455691408
2015-08-04,-2.5362172785664967,-0.616671467743199,1.1425392277407624
2015-08-05,8.333927378800368,-1.1041483677578778,-0.36744661359830744
2015-08-06,0.6522137023541603,0.24120016702933178,-3.829537319150763
2015-08-07,-7.644552166041095,-0.7744161278759911,2.334628752790273
2015-08-10,8.870285221694914,-0.659729445143304,3.272098985791196
2015-08-11,-2.147877019382051,1.4565134276974678,1.9236867403599547
2015-08-12,-3.2956621003364432,0.21990679956196857,2.079895142880602
2015-08-13,-11.53236563458234,-0.3201010256575234,-2.469119857190858
2015-08-14,16.30622801546876,-0.2456910840706943,0.3572865778532517
2015-08-17,-5.392563393586826,-0.2694184674411044,0.9596765421032103
2015-08-18,-9.327010172999394,0.6482456506551681,-1.2789883541466907
2015-08-19,12.51393015680678,-0.23055921070204732,-0.7016344878598488
2015-08-20,15.749203139286209,-1.4775271542101063,-0.2155425768690975
2015-08-21,0.8792694464066813,-0.7136586692300426,3.56849795095615
2015-08-24,-3.196230261182066,-1.1869152543277295,5.448017833481565
2015-08-25,-2.6032450193072236,0.2890731959390038,0.019780566896649532
2015-08-26,-0.16557876325853726,0.8957388187013162,-1.9842720275476609
2015-08-27,-0.28594301528971755,1.0082466558995637,-2.3032934881779
2015-08-28,-2.2017299391361433,0.2041412674187768,1.9880771899300242
2015-08-31,-1.8167632999934682,0.04359360414318658,-2.5598721861966993
2015-09-01,-0.41946571268218236,-0.12395026548962917,2.7459573359380016
2015-09-02,-4.5873384555739705,-0.5269288772297873,-1.365372131181907
2015-09-03,1.2469355117727048,0.5983813126736433,-0.554281528177988
2015-09-04,-6.002721320913324,-1.5173873364597146,-0.6440444596476453
2015-09-07,3.2749268447946065,-0.8096953702860787,1.294276577228672
2015-09-08,-5.440853965105177,0.8721032914199274,2.3986532317860707
2015-09-09,4.160002033351233,-1.8148188193137615,5.402377372731749
2015-09-10,9.138081782138471,-1.0425400713096842,2.563649319190155
2015-09-11,7.524653974164153,0.28586265205707306,-1.5670977930858996
2015-09-14,0.5144983717967335,0.8725827183990242,-4.744776684417332
2015-09-15,-11.031143154205367,0.6985115981847052,0.987694074498684
2015-09-16,-3.9847753448918297,-1.5206167372515687,-0.2816815150755616
2015-09-17,7.126738284074392,0.5525743228105,2.2146979705040977
2015-09-18,-3.852090895981391,-1.0246123382947916,-1.5192291552717876
2015-09-21,-0.54670589203171,-0.12844808101059169,1.464945672065042
2015-09-22,0.15150045170827298,0.42583903274897583,-0.5622201856726647
2015-09-23,-7.97657248938107,1.444573681293229,-0.3391881285422542
2015-09-24,2.2670495908124906,-0.30560547334858157,-3.8692282527934125
2015-09-25,-3.3619866004971044,0.115499869070808,0.6671406778358246
2015-09-28,-1.1471613541030194,0.7960651530096428,4.38499193117849
2015-09-29,7.004207970335884,-0.4684397358363963,-4.5880483934724765
2015-09-30,-5.281789209427018,0.2538778799590009,-4.589776840126582
2015-10-01,2.919487755062846,-0.788286042611178,-2.156791625826365
2015-10-02,-3.6776521046406287,0.4410497787567724,1.6855814838279954
2015-10-05,0.07078431259149909,0.09224897147202071,-3.1990402414028054
2015-10-06,0.9441707740185876,-0.5851159399665011,0.8746792258765623
2015-10-07,-0.11784374764083339,0.9429432975363152,0.2996002357254781
2015-10-08,-1.6314211143867823,1.003275251765782,1.118667065492815
2015-10-09,0.3570805866647646,-0.7813292453293244,3.3164802283393513
2015-10-12,4.915612016633162,-0.35762415797522706,1.911889133715512
2015-10-13,7.073954124107473,-1.4518095278393552,4.478509100990266
2015-10-14,-3.691176101917037,0.5317858822602348,-5.207277512288158
2015-10-15,-3.9408159976701995,1.1725497515016414,-3.7825741170013956
2015-10-16,-4.499227845446498,0.49330726946612913,0.07038918584665055
2015-10-19,0.08326197219615494,-0.7152548266023775,4.399581928544954
2015-10-20,-2.8809124112397626,-0.7211824340907169,2.4309192440355503
2015-10-21,21.083884579691613,-2.0027593517559446,4.778658781819452
2015-10-22,-3.526759224456228,-1.2384631883715977,3.9394434178105016
2015-10-23,-2.3296821255967473,0.093134880461748,-2.2877250338941764
2015-10-26,2.4860626248446493,-0.48554056650283606,4.9655217651723405
2015-10-27,8.8550446010981,-0.8767074281183591,3.6997368812541183
2015-10-28,0.41609132115304703,0.10065218761770112,-0.9641957572287367
2015-10-29,8.006015114292367,0.07492573502507138,3.010120450058743
2015-10-30,-4.6761130945264995,0.3638931509313914,-5.602822442976411
2015-11-02,1.0551764583459544,0.08722018224187167,-1.3104978268286374
2015-11-03,-7.629095685342136,1.2685936567880605,-1.369412639361677
2015-11-04,13.342774139773411,-0.7702812219618389,3.3454001253568038
2015-11-05,-3.105866116031052,-1.2695218439597338,1.8227059404044894
2015-11-06,-3.0080513470662,0.30665612025222133,0.14098576804695284
2015-11-09,2.8221436667549398,0.48452972584520193,2.0593039176732404
2015-11-10,-0.4603391463146522,0.7519456311222878,-1.576210953665658
2015-11-11,-1.720903072262118,0.2617868189700969,-1.6526793935364026
2015-11-12,0.9630893122140378,0.39274950291626176,-1.5202736592383275
2015-11-13,2.341674322786588,0.12971698814117438,0.07492541932342078
2015-11-16,-1.64391850323004,-0.3684817200858994,3.16378515785609
2015-11-17,2.687973254753075,-0.30630471176680896,-0.7739413683504637
2015-11-18,9.741361245894666,0.9473935779293088,-1.6574423557543483
2015-11-19,-8.051176796424144,0.1290689206398783,-0.5004307781114292
2015-11-20,-9.530505601050905,0.47070281277170434,-3.3265550381075784
2015-11-23,1.8190765381772138,-1.5836513185513743,-0.5106360500353873
2015-11-24,8.430531587914075,0.9093601022954241,2.96900001290944
2015-11-25,-4.877313234779692,-1.1763162394813378,0.5409557630147361
2015-11-26,8.519662287052128,-0.08264425495528194,2.252526518164288
2015-11-27,1.4619895757467987,0.9754384856211713,0.23771380946781306
2015-11-30,-7.027162556707495,-0.011543551441836719,-2.561731154449646
2015-12-01,-0.5756298298883564,0.23187401988273493,-0.259844243573518
2015-12-02,6.605418096541371,0.2080042998480227,2.89921938668855
2015-12-03,-5.494468906425141,0.5054433346222771,-0.5081106766440797
2015-12-04,-1.5055128336616121,0.4287400698825419,5.413053894275215
2015-12-07,0.8818697506063131,0.8997352676601782,-4.8386307378928635
2015-12-08,4.161012279661492,-2.051934797939392,4.606807439654347
2015-12-09,-5.504311320524167,1.4540334059030284,-3.2073452343564384
2015-12-10,-2.36459159366386,-0.0035984428654938228,0.3023585175769341
2015-12-11,3.307949060798734,-0.4163006839990109,-0.9229291418430989
2015-12-14,-3.615015028746413,-0.08352255921951279,-4.449893311809113
2015-12-15,3.409182409585526,-0.6467299247867571,1.8848440484301108
2015-12-16,-7.858602093288539,0.18753189096306144,-2.853079983086495
2015-12-17,1.950111045065384,-0.053588239497277534,0.8966416525781398
2015-12-18,5.5372518684431355,0.38112288127103877,1.4701188650955288
2015-12-21,-4.475311667105089,-2.124275920193687,5.652592908233615
2015-12-22,6.188541713080582,-0.6551037827320649,2.617585191164004
2015-12-23,5.787778518628343,0.18125792642872307,-3.279992154536096
2015-12-24,-10.318060168357107,1.1073244540003464,-2.1130232470025945
2015-12-25,10.867008267349334,-0.12332514018387819,-0.36999945579970017
2015-12-28,1.3508340760478177,-0.30232167735343474,-0.5888439090812838
2015-12-29,-7.505731132862991,-1.3867878160016107,4.412818896375867
2015-12-30,-2.5434420381976253,0.40522229618057537,1.6322437295727354
2015-12-31,2.6708073156903964,0.9120744005347015,-4.005474528326218
2016-01-01,1.5470807522698493,0.2545250416954774,-0.4198703575880458
2016-01-04,-4.323709916956844,2.1384592324292786,-6.084606291735028
2016-01-05,-7.080103793156326,-0.0041146835184227015,1.3513139449113893
2016-01-06,-0.6692935703643457,0.810778581232591,-0.6240286450026176
2016-01-07,-6.669865442643157,1.24266488450652,0.7309082387389054
2016-01-08,8.039335608634374,-1.7762449870511388,-1.3038406858154872
2016-01-11,-4.031464596390492,0.7985474561391044,-4.105075393067764
2016-01-12,-5.631396397418996,0.09108605845353246,-0.5133885339431217
2016-01-13,7.891667362367386,-0.06096882737109066,0.386865626525811
2016-01-14,7.5330895410085645,-0.34666730468975526,1.1691960185063266
2016-01-15,-1.8030267716717674,0.36467910265586045,-2.3971302198684086
2016-01-18,-7.25811198964864,-0.6411256514445949,4.148973834566178
2016-01-19,-2.47951951748756,0.09629340808279174,0.8832211991755088
2016-01-20,7.153813103027545,0.0016554340832248826,-4.9943029150413025
2016-01-21,-1.0715305840162017,-0.4004841379532751,3.0263735241395437
2016-01-22,7.15111115742954,0.7794576256410757,1.7664093557677845
2016-01-25,-0.7340364630580467,0.01987376573105326,-0.9984477091575457
2016-01-26,-2.640235752637224,0.791308907389368,-0.2683237613009837
2016-01-27,-2.9442364612853,0.4120906120347083,0.874156097184752
2016-01-28,2.3773352903752993,-0.996968325931511,-1.838131985288996
2016-01-29,-0.8379122802987524,-0.41966781716544954,0.3797783054124295
2016-02-01,3.6141393604681156,0.026937483052637212,-2.038191621946723
2016-02-02,2.1344163401887783,-0.5117012506442595,3.1065793118405196
2016-02-03,-5.646182904993509,-0.8119414959200988,0.12379913266148179
2016-02-04,-10.942389825931073,0.9345560605194896,1.3023794473947419
2016-02-05,-8.071633984442997,0.6379017289110864,-2.719198582035908
2016-02-08,11.730823760094381,-0.9084934681653829,-0.7311294496725296
2016-02-09,-3.255966835714176,-0.6272471751008766,-0.8486878867896337
2016-02-10,-12.515060777657425,0.9960911610682013,-1.4792944770465368
2016-02-11,6.860882311156189,0.45222052372014954,2.380447588643854
2016-02-12,17.470242521079726,0.28024456840982737,-6.135208283757706
2016-02-15,-2.4983456813071996,-0.03354014427728025,4.838648690473555
2016-02-16,0.06681082843542185,-0.5998195140727258,3.085716409537632
2016-02-17,0.7908274516742324,-0.38516474948617585,-2.681711772159197
2016-02-18,-4.94826275372462,0.7482318777520254,-2.588706518011051
2016-02-19,4.237026390512995,-0.35467848064231955,6.084900168203468
2016-02-22,-1.7360390046052885,0.5447110764086389,-1.2643867662726365
2016-02-23,6.1444496492516265,-0.5692579798010673,0.18328346435230003
2016-02-24,3.225902078037876,-1.6139052456724743,5.569945359068242
2016-02-25,-8.442803055660207,1.320961816885558,-1.3712270053908853
2016-02-26,6.05947624869971,-0.21632465613762886,-3.610376026660191
2016-02-29,-0.7650402839587116,-0.4160924969701787,1.5481153134639385
2016-03-01,-5.9816012410931165,-0.03963976252086443,-0.6991553398956469
2016-03-02,4.130630713141599,0.6948010140467638,2.8379076423466785
2016-03-03,-2.12599647360814,1.1114524929288372,3.1319644018351553
2016-03-04,10.836103542035389,-1.2050096484526867,3.827115244660682
2016-03-07,5.02281255176986,-0.38335698798212103,-0.0846619182070043
2016-03-08,7.230640048557376,0.09964135621821146,3.498393645683443
2016-03-09,2.08502077848253,0.6733821100145612,-1.024302403173749
2016-03-10,0.8280982561847736,-0.16687196954736283,-2.409220746755068
2016-03-11,5.1749629408922715,0.24201187815657477,3.49757081976626
2016-03-14,8.384183295078529,-0.7388508737526687,7.436449527608723
2016-03-15,4.165303619718145,-0.0631534328926513,-1.1639396190614448
2016-03-16,3.0246671422908236,-0.5400324582443887,2.4021154893124077
2016-03-17,-7.337300096858613,-0.21395335416629324,2.8416812906171174
2016-03-18,-1.3216085631825365,-0.17934702460641372,0.5791374413056687
2016-03-21,3.466873514542357,-0.6776495926943915,-2.7016793761846998
2016-03-22,-1.34430414895904,-0.5597739467317959,2.566899598364259
2016-03-23,-1.9260778776387752,-0.30073220629175745,3.2349852549153653
2016-03-24,1.9411816620374935,0.7350255798170111,-3.174723929316251
2016-03-25,6.79797896520337,0.1115716884849256,-2.218955231200603
2016-03-28,-1.6593432127247496,0.2604710193526665,-2.72093511923714
2016-03-29,4.867316811149465,-0.47915719253165756,5.588232318776875
2016-03-30,-1.2514769636020873,-0.18310080753958147,3.3204429325880156
2016-03-31,-11.666686912920014,1.069950287512905,-1.8796149158824633
2016-04-01,2.643879574675964,-1.25144079083009,-0.04765808790418902
2016-04-04,5.036589011262819,-0.7548266921505893,-1.5951132422842633
2016-04-05,-4.725586492470626,-0.02860530903373082,-1.4113183662589819
2016-04-06,5.805641986682815,-0.38202510876561613,3.815822512829868
2016-04-07,8.953399981904965,-0.4413185984722867,2.2544164717008357
2016-04-08,2.4159354915710622,0.6862496613779108,-4.927940828004154
2016-04-11,-5.344817278661992,-0.6256899982386175,4.628517777009449
2016-04-12,0.9243422095083247,0.7304751637105209,-1.0845669122404402
2016-04-13,0.9372578046804136,0.47504158637231875,2.646912459583149
2016-04-14,-2.0523575166199493,0.31715939470263255,-2.887205903167974
2016-04-15,-1.9457494971931482,0.2730567788017404,-3.2592264964103776
2016-04-18,-2.394033073344289,-0.1626834222840512,0.6553060736250771
2016-04-19,-1.486801428482039,-0.33942405467582315,1.9776702675240685
2016-04-20,0.7459510367820457,-0.12040257391540576,2.227698533169871
2016-04-21,-0.4462334914911281,1.1934398500784864,-2.3626493764746925
2016-04-22,2.6626207871878336,0.20859452354483876,-1.511976361811854
2016-04-25,4.223138853794822,-0.10187172744316442,-1.363072358951726
2016-04-26,4.351284720861685,-0.30361952625949185,3.23719624148859
2016-04-27,-0.31234791125970673,-0.4383208648112249,-3.0421390467695417
2016-04-28,-12.635772730676095,1.1056397398151647,2.8414978895063
2016-04-29,-15.499287971975818,0.483156677961051,-3.4281726032528894
2016-05-02,9.64403222233021,0.11790964405106141,-1.8246257891485413
2016-05-03,-7.87172571208248,1.2539948651601973,-2.767712761664775
2016-05-04,1.5852205800986354,-0.05969957969274109,-2.124411408552696
2016-05-05,-2.2559567668586595,0.31051222354892793,-1.689869582884448
2016-05-06,-3.1329756667836364,-0.8857266831990032,2.1847355000357638
2016-05-09,10.104244386355774,-0.8252668846127094,2.6287395826436537
2016-05-10,6.453303962112372,-0.960151642988051,0.06126759229780987
2016-05-11,-5.914221463429939,1.0051309934337738,-1.9037830464563825
2016-05-12,-14.810076358824048,0.37847147548509597,-0.8256822664383492
2016-05-13,2.1094741573297,-0.5401503363763966,-0.732869940844374
2016-05-16,5.3867391829706435,0.072356345142639,-6.157741644492425
2016-05-17,-7.639798341195629,-1.2782569193410285,2.898992829691352
2016-05-18,-3.949154656539079,0.8915367246028856,-4.017994076784582
2016-05-19,1.9105736413625323,-0.79332063852054,-1.8714102965807626
2016-05-20,2.871599392331376,-1.4564314365483373,-0.04803301088065837
2016-05-23,-4.993793878207313,-0.6628311077425146,-2.125902861195783
2016-05-24,-11.312906805377608,0.6552014379515145,-0.8808928706930175
2016-05-25,6.182258545307064,-1.1225598257638914,1.844261867355705
2016-05-26,-4.1720402232829485,0.8579876884391617,4.606153284604879
2016-05-27,-0.022961046857716383,-0.36766667309000933,-0.8819294562523154
2016-05-30,-1.7340426247959897,-0.969892144500565,-0.31722073968230546
2016-05-31,-4.017020074753788,-0.23523542522551155,-0.5954919132988934
2016-06-01,-6.419498539254988,1.3621128922411652,-2.9142553282376866
2016-06-02,2.2705941271417203,-0.28406659560839564,-0.6848508787778584
2016-06-03,11.780273718406946,-0.6966316759007576,-2.0088627322956114
2016-06-06,-7.900268999244759,-0.5753584503946163,6.415653367977079
2016-06-07,-7.39462830997816,-0.28384512199740897,5.088896033862248
2016-06-08,19.76139320508632,-0.7877759413807586,-2.8480024045923074
2016-06-09,1.457955459203987,0.3523670966379788,-1.2295655553890157
2016-06-10,-3.7741974327916097,-1.0716054466007914,3.6607491055983488
2016-06-13,6.044881249264222,-1.061664944174564,-1.012965411759211
2016-06-14,-2.3605242766246306,-1.057378248892443,4.390597550253595
2016-06-15,4.75252097983487,0.5075463921232827,-2.205211255082645
2016-06-16,-0.43523542535837123,0.047241824927167886,3.550916677018691
2016-06-17,-9.157827486290827,0.5411351782466007,0.016138025351608576
2016-06-20,7.195484203523691,1.781451688819165,-5.870193129075815
2016-06-21,-6.283814745748572,0.7155050420680884,0.2856313711564127
2016-06-22,0.479116773854372,0.6256111909411128,0.4669833636410132
2016-06-23,2.8579259864902014,-0.19487787291000025,-2.631877299191814
2016-06-24,5.686694494867496,-0.12427453557512624,-1.326043068445749
2016-06-27,7.001299569866887,-1.3022087408379328,4.29799793203248
2016-06-28,-4.455792566087894,0.17441112948880355,4.576428084887333
2016-06-29,-6.232558439626899,0.7377994936021646,-0.02015327878591222
2016-06-30,4.4599181058102175,-0.7935584471057757,-4.812583140115791
2016-07-01,-4.778650749468341,-0.4598442340807709,-1.2501586515459948
2016-07-04,2.728483229263844,0.07296539332443897,-1.6101248705327436
2016-07-05,-2.321147249524614,-0.5125934555270872,1.8159163296831693
2016-07-06,-4.406731447235174,-0.46670066139555355,6.570204378194056
2016-07-07,0.5720870726456155,-0.3689090064055668,-4.958247872188451
2016-07-08,-10.331318291997334,0.6450063051299373,-2.737912190430116
2016-07-11,-5.001141177182717,-0.6890153225235925,3.2184267415198136
2016-07-12,8.69239190249364,0.31249327751794487,1.6044277908730322
2016-07-13,0.8355101577596571,-0.19414119987745493,-1.6491056260664863
2016-07-14,-5.944615436965094,0.20978026132967864,-1.5445259641373923
2016-07-15,2.075326540852899,0.6584265998089622,-1.8052554471907598
2016-07-18,6.773126449192063,-0.12881842435256985,-0.8502743424328401
2016-07-19,0.9821456251147538,0.10939938042592479,-0.3321425850336581
2016-07-20,0.4158139676020767,1.2816974500395029,0.564277491313554
2016-07-21,-3.4377400169379086,0.20761084695301735,-2.9883835112616026
